univLabel,alumniLabel,occupationLabel,employerLabel,positionLabel,wiki,alumniId,alumniNormalizedName,universityNormalizedName
Airlangga University,Ari Lasso,"Singer, songwriter, actor",,,,alumni-10df1ff63523,ari lasso,airlangga university
Diponegoro University,Arief Hidayat,,Constitutional Court Of Indonesia,Chief justice,,alumni-48e376370d94,arief hidayat,diponegoro university
Diponegoro University,Arief Hidayat,,Constitutional Court Of Indonesia,Deputy chief justice,,alumni-48e376370d94,arief hidayat,diponegoro university
Universitas Airlangga,Arief Hidayat,Hakim,Mahkamah Konstitusi Republik Indonesia,Hakim Konstitusi Republik Indonesia,https://en.wikipedia.org/wiki/Arief_Hidayat,alumni-9dc05e4b4fb6,arief hidayat,universitas airlangga
Universitas Diponegoro,Arief Hidayat,Hakim,Mahkamah Konstitusi Republik Indonesia,Hakim Konstitusi Republik Indonesia,https://en.wikipedia.org/wiki/Arief_Hidayat,alumni-8d4c9f1fbf30,arief hidayat,universitas diponegoro
Universitas Airlangga,Arief Hidayat,Hakim,Universitas Diponegoro,Hakim Konstitusi Republik Indonesia,https://en.wikipedia.org/wiki/Arief_Hidayat,alumni-9dc05e4b4fb6,arief hidayat,universitas airlangga
Universitas Diponegoro,Arief Hidayat,Hakim,Universitas Diponegoro,Hakim Konstitusi Republik Indonesia,https://en.wikipedia.org/wiki/Arief_Hidayat,alumni-8d4c9f1fbf30,arief hidayat,universitas diponegoro
Universitas Gadjah Mada,Arief Hidayat (diplomat),,,,,alumni-7a9205071f43,arief hidayat (diplomat),universitas gadjah mada
Universitas Gadjah Mada,Arief Rachadiono Wismansyah,,,,,alumni-e1760f31d147,arief rachadiono wismansyah,universitas gadjah mada
Hasanuddin University,Arief Rachadiono Wismansyah,,,,,alumni-930998385c3b,arief rachadiono wismansyah,hasanuddin university
Institut Teknologi Bandung,Arief Yahya,,,,,alumni-f79ff110ab92,arief yahya,institut teknologi bandung
IPB University,Arif Budimanta,,,,,alumni-dfcd33f765f4,arif budimanta,ipb university
IPB University,Arif Budimanta,Economist,,,,alumni-dfcd33f765f4,arif budimanta,ipb university
IPB University,Arif Budimanta,Lecturer,,,,alumni-dfcd33f765f4,arif budimanta,ipb university
IPB University,Arif Budimanta,Politician,,,,alumni-dfcd33f765f4,arif budimanta,ipb university
IPB University,Arif Budimanta,Writer,,,,alumni-dfcd33f765f4,arif budimanta,ipb university
Institut Teknologi Bandung,Arifin Tasrif,,,,,alumni-89541d80f8fc,arifin tasrif,institut teknologi bandung
Geophysical Engineering Department of Unila,Arinal Djunaidi,,,,,alumni-ef279d023d77,arinal djunaidi,geophysical engineering department of unila
Lampung University,Arinal Djunaidi,,,,,alumni-062abb5e7854,arinal djunaidi,lampung university
University of Lampung,Arinal Djunaidi,,,,,alumni-2d1b22018539,arinal djunaidi,university of lampung
Sebelas Maret University,Arsyadjuliandi Rachman,,,,,alumni-5f30c9b840b5,arsyadjuliandi rachman,sebelas maret university
Trisakti University,Arteria Dahlan,,,,,alumni-6d53df8bdcd7,arteria dahlan,trisakti university
Universitas Gadjah Mada,Artika Sari Devi,,,Puteri Indonesia,,alumni-30779f3c2dea,artika sari devi,universitas gadjah mada
Universitas Gadjah Mada,Artika Sari Devi,,,Puteri Indonesia 2004,,alumni-30779f3c2dea,artika sari devi,universitas gadjah mada
Universitas Gadjah Mada,Artika Sari Devi,,,Puteri Bangka Belitung,,alumni-30779f3c2dea,artika sari devi,universitas gadjah mada
Universitas Gadjah Mada,Artika Sari Devi,,,Miss Universe Indonesia 2005,,alumni-30779f3c2dea,artika sari devi,universitas gadjah mada
Sekolah Tinggi Ilmu Hukum Sultan Adam,Ary Egahni Ben Bahat,lektor,Sekolah Tinggi Ilmu Hukum Tambun Bungai,anggota DPR-RI,,alumni-1be3396d3afa,ary egahni ben bahat,sekolah tinggi ilmu hukum sultan adam
Sekolah Tinggi Ilmu Hukum Sultan Adam,Ary Egahni Ben Bahat,politikus,Sekolah Tinggi Ilmu Hukum Tambun Bungai,anggota DPR-RI,,alumni-1be3396d3afa,ary egahni ben bahat,sekolah tinggi ilmu hukum sultan adam
Universitas Lambung Mangkurat,Ary Egahni Ben Bahat,lektor,Sekolah Tinggi Ilmu Hukum Tambun Bungai,anggota DPR-RI,,alumni-021d5d751dd0,ary egahni ben bahat,universitas lambung mangkurat
Universitas Lambung Mangkurat,Ary Egahni Ben Bahat,politikus,Sekolah Tinggi Ilmu Hukum Tambun Bungai,anggota DPR-RI,,alumni-021d5d751dd0,ary egahni ben bahat,universitas lambung mangkurat
State University of Jakarta,Asep Kambali,,,,,alumni-ca365abadf6f,asep kambali,state university of jakarta
Airlangga University,Aswanto,Justice (title),,,,alumni-81862e9a5dff,aswanto,airlangga university
Universitas Gadjah Mada,Aswanto,Justice (title),,,,alumni-a67e0e7a0858,aswanto,universitas gadjah mada
Hasanuddin University,Aswanto,Justice (title),,,,alumni-15b5e727e80f,aswanto,hasanuddin university
Parahyangan Catholic University,Asyifa Latief,,,Miss Indonesia,,alumni-573f3614e4bb,asyifa latief,parahyangan catholic university
Parahyangan Catholic University,Asyifa Latief,,,Miss Indonesia 2010,,alumni-573f3614e4bb,asyifa latief,parahyangan catholic university
State University of Malang,Awang Faroek Ishak,,"East Kalimantan, Indonesia Governance",Governor,,alumni-94e5f6b85aa6,awang faroek ishak,state university of malang
State University of Malang,Awang Faroek Ishak,,"East Kutai, Indonesia",Regent,,alumni-94e5f6b85aa6,awang faroek ishak,state university of malang
Syarif Hidayatullah State Islamic University Jakarta,Ayang Utriza Yakin,,,,,alumni-855437aee287,ayang utriza yakin,syarif hidayatullah state islamic university jakarta
Udayana University,Ayu Diandra Sari,,,Puteri Indonesia,,alumni-e2061c074d23,ayu diandra sari,udayana university
Udayana University,Ayu Diandra Sari,presenter,,Puteri Indonesia,,alumni-e2061c074d23,ayu diandra sari,udayana university
Udayana University,Ayu Diandra Sari,fashion model,,Puteri Indonesia,,alumni-e2061c074d23,ayu diandra sari,udayana university
Udayana University,Ayu Diandra Sari,doctor,,Puteri Indonesia,,alumni-e2061c074d23,ayu diandra sari,udayana university
Udayana University,Ayu Diandra Sari,Beauty pageant titleholders,,Puteri Indonesia,,alumni-e2061c074d23,ayu diandra sari,udayana university
Udayana University,Ayu Diandra Sari,,,Puteri Indonesia 2008,,alumni-e2061c074d23,ayu diandra sari,udayana university
Udayana University,Ayu Diandra Sari,presenter,,Puteri Indonesia 2008,,alumni-e2061c074d23,ayu diandra sari,udayana university
Udayana University,Ayu Diandra Sari,fashion model,,Puteri Indonesia 2008,,alumni-e2061c074d23,ayu diandra sari,udayana university
Udayana University,Ayu Diandra Sari,doctor,,Puteri Indonesia 2008,,alumni-e2061c074d23,ayu diandra sari,udayana university
Udayana University,Ayu Diandra Sari,Beauty pageant titleholders,,Puteri Indonesia 2008,,alumni-e2061c074d23,ayu diandra sari,udayana university
Udayana University,Ayu Diandra Sari,,,Miss International 2009,,alumni-e2061c074d23,ayu diandra sari,udayana university
Udayana University,Ayu Diandra Sari,presenter,,Miss International 2009,,alumni-e2061c074d23,ayu diandra sari,udayana university
Udayana University,Ayu Diandra Sari,fashion model,,Miss International 2009,,alumni-e2061c074d23,ayu diandra sari,udayana university
Udayana University,Ayu Diandra Sari,doctor,,Miss International 2009,,alumni-e2061c074d23,ayu diandra sari,udayana university
Udayana University,Ayu Diandra Sari,Beauty pageant titleholders,,Miss International 2009,,alumni-e2061c074d23,ayu diandra sari,udayana university
Udayana University,Ayu Diandra Sari,,,Puteri Indonesia Lingkungan,,alumni-e2061c074d23,ayu diandra sari,udayana university
Udayana University,Ayu Diandra Sari,presenter,,Puteri Indonesia Lingkungan,,alumni-e2061c074d23,ayu diandra sari,udayana university
Udayana University,Ayu Diandra Sari,fashion model,,Puteri Indonesia Lingkungan,,alumni-e2061c074d23,ayu diandra sari,udayana university
Udayana University,Ayu Diandra Sari,doctor,,Puteri Indonesia Lingkungan,,alumni-e2061c074d23,ayu diandra sari,udayana university
Udayana University,Ayu Diandra Sari,Beauty pageant titleholders,,Puteri Indonesia Lingkungan,,alumni-e2061c074d23,ayu diandra sari,udayana university
Udayana University,Ayu Diandra Sari,,,Puteri Indonesia Lingkungan 2008,,alumni-e2061c074d23,ayu diandra sari,udayana university
Udayana University,Ayu Diandra Sari,presenter,,Puteri Indonesia Lingkungan 2008,,alumni-e2061c074d23,ayu diandra sari,udayana university
Udayana University,Ayu Diandra Sari,fashion model,,Puteri Indonesia Lingkungan 2008,,alumni-e2061c074d23,ayu diandra sari,udayana university
Udayana University,Ayu Diandra Sari,doctor,,Puteri Indonesia Lingkungan 2008,,alumni-e2061c074d23,ayu diandra sari,udayana university
Udayana University,Ayu Diandra Sari,Beauty pageant titleholders,,Puteri Indonesia Lingkungan 2008,,alumni-e2061c074d23,ayu diandra sari,udayana university
Udayana University,Ayu Diandra Sari,,,Miss International Indonesia 2009,,alumni-e2061c074d23,ayu diandra sari,udayana university
Udayana University,Ayu Diandra Sari,presenter,,Miss International Indonesia 2009,,alumni-e2061c074d23,ayu diandra sari,udayana university
Udayana University,Ayu Diandra Sari,fashion model,,Miss International Indonesia 2009,,alumni-e2061c074d23,ayu diandra sari,udayana university
Udayana University,Ayu Diandra Sari,doctor,,Miss International Indonesia 2009,,alumni-e2061c074d23,ayu diandra sari,udayana university
Udayana University,Ayu Diandra Sari,Beauty pageant titleholders,,Miss International Indonesia 2009,,alumni-e2061c074d23,ayu diandra sari,udayana university
Airlangga University,Ayu Maulida,People's Consultative Assembly,,Puteri Indonesia,,alumni-7bc5e33dd0ad,ayu maulida,airlangga university
Airlangga University,Ayu Maulida,Beauty pageant,,Puteri Indonesia,,alumni-7bc5e33dd0ad,ayu maulida,airlangga university
Airlangga University,Ayu Maulida,COVID-19 Response Acceleration Task Force,,Puteri Indonesia,,alumni-7bc5e33dd0ad,ayu maulida,airlangga university
Airlangga University,Ayu Maulida,People's Consultative Assembly,,Puteri East Java,,alumni-7bc5e33dd0ad,ayu maulida,airlangga university
Airlangga University,Ayu Maulida,Beauty pageant,,Puteri East Java,,alumni-7bc5e33dd0ad,ayu maulida,airlangga university
Airlangga University,Ayu Maulida,COVID-19 Response Acceleration Task Force,,Puteri East Java,,alumni-7bc5e33dd0ad,ayu maulida,airlangga university
Airlangga University,Ayu Maulida,,,Puteri Indonesia,,alumni-7bc5e33dd0ad,ayu maulida,airlangga university
Airlangga University,Ayu Maulida,model,,Puteri Indonesia,,alumni-7bc5e33dd0ad,ayu maulida,airlangga university
Airlangga University,Ayu Maulida,beauty pageant titleholder,,Puteri Indonesia,,alumni-7bc5e33dd0ad,ayu maulida,airlangga university
Airlangga University,Ayu Maulida,Indonesian People's Consultative Assembly Ambassador,,Puteri Indonesia,,alumni-7bc5e33dd0ad,ayu maulida,airlangga university
Airlangga University,Ayu Maulida,,,Puteri East Java,,alumni-7bc5e33dd0ad,ayu maulida,airlangga university
Airlangga University,Ayu Maulida,model,,Puteri East Java,,alumni-7bc5e33dd0ad,ayu maulida,airlangga university
Airlangga University,Ayu Maulida,beauty pageant titleholder,,Puteri East Java,,alumni-7bc5e33dd0ad,ayu maulida,airlangga university
Airlangga University,Ayu Maulida,Indonesian People's Consultative Assembly Ambassador,,Puteri East Java,,alumni-7bc5e33dd0ad,ayu maulida,airlangga university
Airlangga University,Ayu Maulida,People's Consultative Assembly,,Puteri Indonesia 2020,,alumni-7bc5e33dd0ad,ayu maulida,airlangga university
Airlangga University,Ayu Maulida,Beauty pageant,,Puteri Indonesia 2020,,alumni-7bc5e33dd0ad,ayu maulida,airlangga university
Airlangga University,Ayu Maulida,COVID-19 Response Acceleration Task Force,,Puteri Indonesia 2020,,alumni-7bc5e33dd0ad,ayu maulida,airlangga university
Airlangga University,Ayu Maulida,,,Puteri Indonesia 2020,,alumni-7bc5e33dd0ad,ayu maulida,airlangga university
Airlangga University,Ayu Maulida,model,,Puteri Indonesia 2020,,alumni-7bc5e33dd0ad,ayu maulida,airlangga university
Airlangga University,Ayu Maulida,beauty pageant titleholder,,Puteri Indonesia 2020,,alumni-7bc5e33dd0ad,ayu maulida,airlangga university
Airlangga University,Ayu Maulida,Indonesian People's Consultative Assembly Ambassador,,Puteri Indonesia 2020,,alumni-7bc5e33dd0ad,ayu maulida,airlangga university
Airlangga University,Ayu Maulida,People's Consultative Assembly,,Miss Universe Indonesia 2020,,alumni-7bc5e33dd0ad,ayu maulida,airlangga university
Airlangga University,Ayu Maulida,Beauty pageant,,Miss Universe Indonesia 2020,,alumni-7bc5e33dd0ad,ayu maulida,airlangga university
Airlangga University,Ayu Maulida,COVID-19 Response Acceleration Task Force,,Miss Universe Indonesia 2020,,alumni-7bc5e33dd0ad,ayu maulida,airlangga university
Airlangga University,Ayu Maulida,,,Miss Universe Indonesia 2020,,alumni-7bc5e33dd0ad,ayu maulida,airlangga university
Airlangga University,Ayu Maulida,model,,Miss Universe Indonesia 2020,,alumni-7bc5e33dd0ad,ayu maulida,airlangga university
Airlangga University,Ayu Maulida,beauty pageant titleholder,,Miss Universe Indonesia 2020,,alumni-7bc5e33dd0ad,ayu maulida,airlangga university
Airlangga University,Ayu Maulida,Indonesian People's Consultative Assembly Ambassador,,Miss Universe Indonesia 2020,,alumni-7bc5e33dd0ad,ayu maulida,airlangga university
Airlangga University,Ayu Maulida,People's Consultative Assembly,,Puteri Indonesia Jawa Timur 2020,,alumni-7bc5e33dd0ad,ayu maulida,airlangga university
Airlangga University,Ayu Maulida,Beauty pageant,,Puteri Indonesia Jawa Timur 2020,,alumni-7bc5e33dd0ad,ayu maulida,airlangga university
Airlangga University,Ayu Maulida,COVID-19 Response Acceleration Task Force,,Puteri Indonesia Jawa Timur 2020,,alumni-7bc5e33dd0ad,ayu maulida,airlangga university
Airlangga University,Ayu Maulida,,,Puteri Indonesia Jawa Timur 2020,,alumni-7bc5e33dd0ad,ayu maulida,airlangga university
Airlangga University,Ayu Maulida,model,,Puteri Indonesia Jawa Timur 2020,,alumni-7bc5e33dd0ad,ayu maulida,airlangga university
Airlangga University,Ayu Maulida,beauty pageant titleholder,,Puteri Indonesia Jawa Timur 2020,,alumni-7bc5e33dd0ad,ayu maulida,airlangga university
Airlangga University,Ayu Maulida,Indonesian People's Consultative Assembly Ambassador,,Puteri Indonesia Jawa Timur 2020,,alumni-7bc5e33dd0ad,ayu maulida,airlangga university
Institut Teknologi Bandung,Ayu Purwarianti,dosen,Institut Teknologi Bandung,Dosen,,alumni-7219889d1bbd,ayu purwarianti,institut teknologi bandung
Institut Teknologi Bandung,Ayu Purwarianti,lektor,Institut Teknologi Bandung,Dosen,,alumni-7219889d1bbd,ayu purwarianti,institut teknologi bandung
Institut Teknologi Bandung,Ayu Purwarianti,pegawai negeri sipil,Institut Teknologi Bandung,Dosen,,alumni-7219889d1bbd,ayu purwarianti,institut teknologi bandung
Institut Teknologi Bandung,Ayu Purwarianti,ilmuwan komputer,Institut Teknologi Bandung,Dosen,,alumni-7219889d1bbd,ayu purwarianti,institut teknologi bandung
Udayana University,Ayu Saraswati,People's Consultative Assembly,,,,alumni-d00b8df441fd,ayu saraswati,udayana university
Udayana University,Ayu Saraswati,,,,,alumni-d00b8df441fd,ayu saraswati,udayana university
Udayana University,Ayu Saraswati,model,,,,alumni-d00b8df441fd,ayu saraswati,udayana university
Udayana University,Ayu Saraswati,beauty pageant titleholder,,,,alumni-d00b8df441fd,ayu saraswati,udayana university
Udayana University,Ayu Saraswati,medical practitioner,,,,alumni-d00b8df441fd,ayu saraswati,udayana university
Udayana University,Ayu Saraswati,Indonesian People's Consultative Assembly Ambassador,,,,alumni-d00b8df441fd,ayu saraswati,udayana university
Udayana University,Ayu Saraswati,People's Consultative Assembly,,Puteri Bali,,alumni-d00b8df441fd,ayu saraswati,udayana university
Udayana University,Ayu Saraswati,,,Puteri Bali,,alumni-d00b8df441fd,ayu saraswati,udayana university
Udayana University,Ayu Saraswati,model,,Puteri Bali,,alumni-d00b8df441fd,ayu saraswati,udayana university
Udayana University,Ayu Saraswati,beauty pageant titleholder,,Puteri Bali,,alumni-d00b8df441fd,ayu saraswati,udayana university
Udayana University,Ayu Saraswati,medical practitioner,,Puteri Bali,,alumni-d00b8df441fd,ayu saraswati,udayana university
Udayana University,Ayu Saraswati,Indonesian People's Consultative Assembly Ambassador,,Puteri Bali,,alumni-d00b8df441fd,ayu saraswati,udayana university
Udayana University,Ayu Saraswati,People's Consultative Assembly,,Miss Indonesia,,alumni-d00b8df441fd,ayu saraswati,udayana university
Udayana University,Ayu Saraswati,,,Miss Indonesia,,alumni-d00b8df441fd,ayu saraswati,udayana university
Udayana University,Ayu Saraswati,model,,Miss Indonesia,,alumni-d00b8df441fd,ayu saraswati,udayana university
Udayana University,Ayu Saraswati,beauty pageant titleholder,,Miss Indonesia,,alumni-d00b8df441fd,ayu saraswati,udayana university
Udayana University,Ayu Saraswati,medical practitioner,,Miss Indonesia,,alumni-d00b8df441fd,ayu saraswati,udayana university
Udayana University,Ayu Saraswati,Indonesian People's Consultative Assembly Ambassador,,Miss Indonesia,,alumni-d00b8df441fd,ayu saraswati,udayana university
Udayana University,Ayu Saraswati,People's Consultative Assembly,,Puteri Bali 2020,,alumni-d00b8df441fd,ayu saraswati,udayana university
Udayana University,Ayu Saraswati,People's Consultative Assembly,,Puteri Indonesia,,alumni-d00b8df441fd,ayu saraswati,udayana university
